GeneSymbol,Ensemble,Gene description,0H_sorted.bam,1H_sorted.bam,2H_sorted.bam,4H_sorted.bam,8H_sorted.bam,12H_sorted.bam,24H_sorted.bam
RAB5A,ENSG00000144566,"RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]",43.35723,43.023403,46.66391,40.878925,48.58042,47.222042,47.341446
VGLL4,ENSG00000144560,vestigial like family member 4 [Source:HGNC Symbol;Acc:HGNC:28966],3.1354225,3.0325027,2.5374165,2.887095,2.6049302,2.8741448,2.4157095
FANCD2,ENSG00000144554,FA complementation group D2 [Source:HGNC Symbol;Acc:HGNC:3585],3.323755,4.820955,3.2093923,5.182686,4.0023627,6.003023,5.7285767
CPNE9,ENSG00000144550,copine family member 9 [Source:HGNC Symbol;Acc:HGNC:24336],34.19852,33.214645,29.368551,24.468723,26.3403,22.657324,7.331686
SUMF1,ENSG00000144455,sulfatase modifying factor 1 [Source:HGNC Symbol;Acc:HGNC:20376],0.6849673,0.7183554,0.5193737,0.929877,0.72533363,0.886366,1.1729579
PARP9,ENSG00000138496,poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118],10.749167,15.665069,13.669786,17.502956,14.604243,15.709551,20.359924
COX17,ENSG00000138495,cytochrome c oxidase copper chaperone COX17 [Source:HGNC Symbol;Acc:HGNC:2264],7.627931,6.8079495,7.7726173,7.754355,9.576551,8.696532,8.487948
SENP7,ENSG00000138468,SUMO specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:30402],13.224924,15.638923,13.750983,16.039665,16.791391,18.222916,20.250774
SLC35A5,ENSG00000138459,solute carrier family 35 member A5 [Source:HGNC Symbol;Acc:HGNC:20792],43.31616,46.60123,48.766247,47.60332,58.375835,61.52185,70.68308
DNAJC13,ENSG00000138246,DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343],39.52901,41.08845,41.79667,39.34951,43.247665,44.6996,42.03429
DBR1,ENSG00000138231,debranching RNA lariats 1 [Source:HGNC Symbol;Acc:HGNC:15594],29.846462,23.782328,29.281487,30.234007,36.054684,39.229046,40.909668
SKIL,ENSG00000136603,SKI like proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10897],43.184025,45.85525,53.010582,44.352436,53.10051,45.533863,43.83337
TRA2B,ENSG00000136527,transformer 2 beta homolog [Source:HGNC Symbol;Acc:HGNC:10781],63.280388,75.9729,69.97242,69.6045,76.50302,76.10016,77.452805
MRPL47,ENSG00000136522,mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652],33.23152,28.69197,41.80787,32.80616,40.189484,37.643623,34.048405
NDUFB5,ENSG00000136521,NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700],32.31989,31.079388,37.523235,27.024466,33.521004,30.361647,29.458559
ACTL6A,ENSG00000136518,actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124],9.011833,14.660957,9.594672,22.087687,19.499838,26.123991,33.535046
RTP4,ENSG00000136514,receptor transporter protein 4 [Source:HGNC Symbol;Acc:HGNC:23992],6.5005417,3.347833,6.802656,6.625489,9.534505,6.4984865,12.31744
FLNB,ENSG00000136068,filamin B [Source:HGNC Symbol;Acc:HGNC:3755],20.8847,30.057476,15.887581,32.80287,27.573154,38.310013,39.297256
VILL,ENSG00000136059,villin like [Source:HGNC Symbol;Acc:HGNC:30906],30.162048,27.371824,25.07602,24.353199,18.083885,18.614632,14.872788
CHL1,ENSG00000134121,cell adhesion molecule L1 like [Source:HGNC Symbol;Acc:HGNC:1939],38.132187,34.678444,41.714333,29.311258,33.882866,32.38025,17.815239
CNTN6,ENSG00000134115,contactin 6 [Source:HGNC Symbol;Acc:HGNC:2176],3.373347,2.304581,3.3171747,2.3946266,2.6882474,2.3183267,1.066647
EDEM1,ENSG00000134109,ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967],25.005415,25.837133,23.084442,21.678051,20.998892,23.408298,22.986862
ARL8B,ENSG00000134108,ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564],70.51544,65.0811,80.71709,58.48596,75.00126,72.12627,61.534294
BHLHE40,ENSG00000134107,basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046],363.7242,318.38083,338.41876,235.16354,240.10902,222.93546,116.45484
VHL,ENSG00000134086,von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687],52.617496,53.311707,53.084377,51.46388,55.5338,57.546562,53.659355
THUMPD3,ENSG00000134077,THUMP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24493],28.6302,29.010012,31.946468,27.258993,34.701557,31.32909,33.97168
CAMK1,ENSG00000134072,calcium/calmodulin dependent protein kinase I [Source:HGNC Symbol;Acc:HGNC:1459],100.50609,89.92079,107.74243,70.60238,76.50098,72.394424,35.31532
IRAK2,ENSG00000134070,interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113],3.6789424,6.8422513,3.3135884,9.224858,7.268233,8.169876,9.999753
ATP13A3,ENSG00000133657,ATPase 13A3 [Source:HGNC Symbol;Acc:HGNC:24113],34.20313,33.676872,35.326866,27.630493,34.109272,32.84468,28.56242
NUP210,ENSG00000132182,nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052],17.22581,19.23711,10.508185,18.853891,16.652882,22.686172,21.620922
PPARG,ENSG00000132170,peroxisome proliferator activated receptor gamma [Source:HGNC Symbol;Acc:HGNC:9236],1.4422848,1.5365405,1.8282651,1.0590103,1.2717382,1.0738546,0.8964192
SLC6A11,ENSG00000132164,solute carrier family 6 member 11 [Source:HGNC Symbol;Acc:HGNC:11044],11.669371,9.331149,10.478704,5.8846984,6.26837,6.389144,2.7064326
RAF1,ENSG00000132155,"Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]",19.81991,20.835257,18.908358,20.382444,21.528946,23.289286,22.66269
DHX30,ENSG00000132153,DExH-box helicase 30 [Source:HGNC Symbol;Acc:HGNC:16716],76.490364,71.12098,69.84321,68.63558,67.69089,73.19604,63.59561
SLC6A6,ENSG00000131389,solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052],14.301518,13.298836,10.92616,11.1221075,9.050582,11.248903,9.406455
GALNT15,ENSG00000131386,polypeptide N-acetylgalactosaminyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:21531],10.6782055,21.566135,10.801995,29.197142,26.982246,31.462654,40.202343
RBSN,ENSG00000131381,"rabenosyn, RAB effector [Source:HGNC Symbol;Acc:HGNC:20759]",57.74982,61.762177,66.73614,62.452576,62.71366,60.20577,66.096664
C3orf20,ENSG00000131379,chromosome 3 open reading frame 20 [Source:HGNC Symbol;Acc:HGNC:25320],0.735174,1.0211285,0.61547315,1.2601945,0.7684421,1.7922258,1.4287506
RFTN1,ENSG00000131378,"raftlin, lipid raft linker 1 [Source:HGNC Symbol;Acc:HGNC:30278]",7.6676326,6.749113,7.2607436,4.614958,4.468951,4.8758316,1.6520506
CAPN7,ENSG00000131375,calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484],42.553192,45.17204,44.145973,42.701424,46.305836,48.793,52.162487
TBC1D5,ENSG00000131374,TBC1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:19166],5.313531,5.318714,5.894335,4.82777,5.4778843,5.266168,4.190936
HACL1,ENSG00000131373,2-hydroxyacyl-CoA lyase 1 [Source:HGNC Symbol;Acc:HGNC:17856],37.230553,37.274014,36.621166,32.533005,34.247963,36.241898,34.741512
SH3BP5,ENSG00000131370,SH3 domain binding protein 5 [Source:HGNC Symbol;Acc:HGNC:10827],14.054887,14.863087,13.47901,15.895648,18.19032,17.805975,18.613184
MRPS25,ENSG00000131368,mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:14511],35.78616,33.476624,30.875095,31.180048,30.74696,31.433615,27.291859
SGO1,ENSG00000129810,shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088],0.35137033,0.13160628,0.2941603,0.43408978,0.33172825,0.24649772,0.9560034
MBD4,ENSG00000129071,"methyl-CpG binding domain 4, DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:6919]",114.98484,131.02814,145.3463,151.0834,160.07562,159.69055,183.1897
ANAPC13,ENSG00000129055,anaphase promoting complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:24540],32.515816,30.05224,44.595108,27.146051,34.08077,36.29502,26.268822
HRASLS,ENSG00000127252,phospholipase A and acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14922],14.693833,13.380492,14.473564,11.934448,11.338113,10.346521,10.541402
ATP13A4,ENSG00000127249,ATPase 13A4 [Source:HGNC Symbol;Acc:HGNC:25422],14.22133,15.331637,12.296064,13.155027,12.210624,13.079952,10.036165
MASP1,ENSG00000127241,mannan binding lectin serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:6901],4.669646,4.690789,3.7301106,5.727647,4.6612487,3.9536178,4.1968975
TMEM115,ENSG00000126062,transmembrane protein 115 [Source:HGNC Symbol;Acc:HGNC:30055],86.96563,103.8415,87.893394,90.870125,113.70222,100.81957,90.166145
SSUH2,ENSG00000125046,ssu-2 homolog [Source:HGNC Symbol;Acc:HGNC:24809],0.2626531,0.26830122,0.28985235,0.15929352,0.12559542,0.26131374,0.15777388
EMC3,ENSG00000125037,ER membrane protein complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:23999],18.814327,17.810085,20.57623,16.891018,19.439447,17.311592,14.641645
FYTTD1,ENSG00000122068,forty-two-three domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25407],20.151533,22.108479,22.964422,20.994633,22.606941,22.215612,21.57812
PIK3CA,ENSG00000121879,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]",38.138725,34.58432,42.99218,32.360256,39.27366,35.00798,29.639349
SLITRK3,ENSG00000121871,SLIT and NTRK like family member 3 [Source:HGNC Symbol;Acc:HGNC:23501],161.79018,124.36984,154.46338,90.74805,102.69166,96.25647,38.269817
ZNF639,ENSG00000121864,zinc finger protein 639 [Source:HGNC Symbol;Acc:HGNC:30950],44.685913,46.671432,53.773743,48.54143,53.30505,47.17178,46.108234
TNFSF10,ENSG00000121858,TNF superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:11925],7.6803207,8.692563,10.972614,7.4875994,12.024918,9.768668,10.448254
CCRL2,ENSG00000121797,C-C motif chemokine receptor like 2 [Source:HGNC Symbol;Acc:HGNC:1612],2.0576131,3.0827284,3.4451861,4.0036745,1.665077,3.2478356,1.5995213
CD80,ENSG00000121594,CD80 molecule [Source:HGNC Symbol;Acc:HGNC:1700],0.14155483,0.38174096,0.1422083,0.3147833,0.27492014,0.28599933,0.23108423
NAA50,ENSG00000121579,"N-alpha-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29533]",28.180813,24.51158,28.655952,19.44845,24.729933,23.441618,21.919868
B4GALT4,ENSG00000121578,"beta-1,4-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:927]",10.713675,16.423086,12.078434,17.583002,16.99336,16.943396,19.198034
POPDC2,ENSG00000121577,popeye domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17648],1.8705833,2.6078997,1.2615124,2.7346303,2.270591,2.0558975,2.5851207
SEC22A,ENSG00000121542,"SEC22 homolog A, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:20260]",7.74131,6.6600766,7.4779286,7.2831755,7.6316833,8.813603,7.9125466
PDZRN3,ENSG00000121440,PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704],8.193442,6.5655513,7.715517,5.5064096,4.8100963,4.5353103,1.9425288
PLS1,ENSG00000120756,plastin 1 [Source:HGNC Symbol;Acc:HGNC:9090],2.3364487,2.1462805,2.8697937,1.479065,1.9252204,1.3029008,1.0738583
SERP1,ENSG00000120742,stress associated endoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:10759],13.685878,15.708518,16.69411,14.581465,15.502339,14.497872,14.758694
SENP5,ENSG00000119231,SUMO specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:28407],27.326164,27.595995,29.920311,26.79123,26.6882,28.689184,26.457163
PIGZ,ENSG00000119227,phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596],27.350803,20.340101,19.966223,17.237652,20.743023,18.965014,8.114339
MFSD1,ENSG00000118855,major facilitator superfamily domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25874],8.028957,9.667009,9.38718,9.178046,10.517583,9.892613,11.155694
RARRES1,ENSG00000118849,retinoic acid receptor responder 1 [Source:HGNC Symbol;Acc:HGNC:9867],1.4888477,1.2310389,0.98774004,1.3430736,0.88656294,0.7804002,0.9499264
STAG1,ENSG00000118007,stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354],5.7572904,6.045305,6.381928,6.4788814,6.5713463,7.01519,7.553857
NEK4,ENSG00000114904,NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399],25.374783,24.018085,28.710554,23.748566,23.110424,23.435673,20.708073
SPCS1,ENSG00000114902,signal peptidase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23401],84.759445,86.351234,97.923325,82.75356,97.201355,89.29419,98.26907
EIF4G1,ENSG00000114867,eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296],288.63113,295.23935,268.44016,294.27664,276.34897,307.21637,268.9898
FOXP1,ENSG00000114861,forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823],5.402605,4.990048,4.9858603,4.9553638,4.8636184,5.3056993,4.795911
CLCN2,ENSG00000114859,chloride voltage-gated channel 2 [Source:HGNC Symbol;Acc:HGNC:2020],37.63093,56.88746,27.850073,70.166336,57.450645,79.52456,91.90587
NKTR,ENSG00000114857,natural killer cell triggering receptor [Source:HGNC Symbol;Acc:HGNC:7833],65.76402,77.28469,53.959393,83.71284,71.79892,84.46229,91.76883
ZBTB47,ENSG00000114853,zinc finger and BTB domain containing 47 [Source:HGNC Symbol;Acc:HGNC:26955],109.76664,142.68243,101.75321,151.2775,145.30423,166.5306,180.9042
SSR3,ENSG00000114850,signal sequence receptor subunit 3 [Source:HGNC Symbol;Acc:HGNC:11325],40.545033,43.91551,47.409607,40.129578,53.652664,50.35926,50.067726
DNAH1,ENSG00000114841,dynein axonemal heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2940],41.806755,62.608433,25.794815,68.30598,43.810356,69.26397,71.50934
VIPR1,ENSG00000114812,vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:12694],17.44174,13.220834,10.977423,11.101501,8.322763,9.4167385,3.5265346
PLCH1,ENSG00000114805,phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185],6.760707,5.3341107,6.481277,4.9110775,5.170901,4.8974066,2.1238914
KLHL24,ENSG00000114796,kelch like family member 24 [Source:HGNC Symbol;Acc:HGNC:25947],74.83132,76.296394,106.39771,68.51766,86.56467,76.085655,72.33283
EIF1B,ENSG00000114784,eukaryotic translation initiation factor 1B [Source:HGNC Symbol;Acc:HGNC:30792],417.21854,386.12704,447.23535,333.80872,396.575,397.68994,356.9369
ABHD14B,ENSG00000114779,abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235],7.852349,9.351218,6.4052715,9.999435,9.2871065,11.017356,11.973544
ABCC5,ENSG00000114770,ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56],37.72218,38.522938,32.058624,33.751358,28.38728,34.414505,26.163155
RRP9,ENSG00000114767,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16829]",52.9731,49.050514,47.11361,42.633343,37.950436,45.290066,51.038807
PEX5L,ENSG00000114757,peroxisomal biogenesis factor 5 like [Source:HGNC Symbol;Acc:HGNC:30024],14.134889,16.783155,14.549747,17.971289,18.461119,20.06051,22.353292
GORASP1,ENSG00000114745,golgi reassembly stacking protein 1 [Source:HGNC Symbol;Acc:HGNC:16769],59.632637,64.12654,62.761696,56.71003,67.51051,65.26859,65.5499
COMMD2,ENSG00000114744,COMM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24993],27.167713,27.963163,33.40005,27.907936,36.526024,32.95562,40.658794
WDR48,ENSG00000114742,WD repeat domain 48 [Source:HGNC Symbol;Acc:HGNC:30914],46.37363,46.773857,53.594982,45.23795,52.158825,50.217403,48.56479
ACVR2B,ENSG00000114739,activin A receptor type 2B [Source:HGNC Symbol;Acc:HGNC:174],13.986192,13.7977085,12.220831,16.230755,13.637274,14.540719,15.06096
MAPKAPK3,ENSG00000114738,MAPK activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888],9.398497,10.382173,9.37539,10.68547,11.054785,12.436359,13.212693
CISH,ENSG00000114737,cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984],1.4975665,1.8930907,5.1716485,2.497666,2.7267115,0.7091493,0.6548396
HEMK1,ENSG00000114735,HemK methyltransferase family member 1 [Source:HGNC Symbol;Acc:HGNC:24923],10.5119,10.106527,9.760957,10.124065,9.030686,12.385942,11.912132
PLSCR4,ENSG00000114698,phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497],10.179284,10.9415245,13.615115,10.770163,12.170383,11.308926,10.046527
MRPL3,ENSG00000114686,mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379],27.935839,25.685421,29.968225,23.04367,25.960693,27.657297,27.626932
NEK11,ENSG00000114670,NIMA related kinase 11 [Source:HGNC Symbol;Acc:HGNC:18593],2.1352468,2.1770597,2.3127382,2.109577,2.5168328,2.1617231,2.1511064
KIAA1257,ENSG00000114656,cilia and flagella associated protein 92 (putative) [Source:HGNC Symbol;Acc:HGNC:29231],2.8332884,2.868905,2.083368,1.7727754,2.236109,1.7140595,0.48991102
EFCC1,ENSG00000114654,EF-hand and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25692],0.56245846,0.89055806,1.0273726,0.56853175,0.40343443,0.4842608,0.59623206
SCAP,ENSG00000114650,SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634],48.56098,51.962334,46.057713,49.016827,49.14979,54.235363,49.23637
KLHL18,ENSG00000114648,kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120],13.348983,11.816836,13.3634405,12.475997,10.903674,11.777842,8.978045
CSPG5,ENSG00000114646,chondroitin sulfate proteoglycan 5 [Source:HGNC Symbol;Acc:HGNC:2467],130.74643,136.92174,156.0661,117.389824,129.07079,129.78067,91.81356
PODXL2,ENSG00000114631,podocalyxin like 2 [Source:HGNC Symbol;Acc:HGNC:17936],35.627495,30.990791,34.634594,29.340435,33.005077,31.90334,22.161867
ABTB1,ENSG00000114626,ankyrin repeat and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18275],174.92493,170.82585,167.4989,156.37517,151.1226,168.431,140.358
ATP6V1A,ENSG00000114573,ATPase H+ transporting V1 subunit A [Source:HGNC Symbol;Acc:HGNC:851],59.17815,52.947792,65.43046,44.59548,59.53093,52.511364,33.749203
PLXNA1,ENSG00000114554,plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099],92.95272,86.256065,61.245792,68.37731,59.64858,70.22944,29.247454
ROPN1B,ENSG00000114547,rhophilin associated tail protein 1B [Source:HGNC Symbol;Acc:HGNC:31927],2.658272,1.8079085,2.898945,1.6333983,2.0379283,0.97169244,0.6525644
SLC41A3,ENSG00000114544,solute carrier family 41 member 3 [Source:HGNC Symbol;Acc:HGNC:31046],18.633083,16.346083,21.512718,13.523735,17.09707,15.889427,9.920503
FRMD4B,ENSG00000114541,FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886],4.0368967,8.756522,3.5744581,13.313904,12.112368,15.063162,20.893976
SNX4,ENSG00000114520,sorting nexin 4 [Source:HGNC Symbol;Acc:HGNC:11175],14.547333,16.453114,17.807138,14.980636,17.724163,17.511368,18.342161
NCBP2,ENSG00000114503,nuclear cap binding protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:7659],102.8778,111.537506,133.73003,110.52307,115.089615,115.68996,106.18149
UMPS,ENSG00000114491,uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563],24.680218,29.342285,29.193111,26.202093,29.12033,28.819391,28.097614
MORC1,ENSG00000114487,MORC family CW-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:7198],0.3001801,0.4216234,0.41622365,0.54931915,0.7515151,0.46592176,0.6490053
GBE1,ENSG00000114480,"1,4-alpha-glucan branching enzyme 1 [Source:HGNC Symbol;Acc:HGNC:4180]",2.5998094,3.1650727,2.996933,3.2382045,3.7717304,3.4733138,3.8118994
IQCG,ENSG00000114473,IQ motif containing G [Source:HGNC Symbol;Acc:HGNC:25251],6.951285,6.593363,7.757341,6.805881,7.430007,7.4451327,7.6461287
HHLA2,ENSG00000114455,HERV-H LTR-associating 2 [Source:HGNC Symbol;Acc:HGNC:4905],0.22005966,0.08242367,0.24563946,0.3670191,0.28195733,0.15437901,0.285112
GNB4,ENSG00000114450,G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731],8.35906,9.981008,9.88492,10.679357,14.551454,12.333718,13.094364
IFT57,ENSG00000114446,intraflagellar transport 57 [Source:HGNC Symbol;Acc:HGNC:17367],17.298454,14.477828,19.359045,12.846566,16.506536,13.831656,10.728789
BBX,ENSG00000114439,BBX high mobility group box domain containing [Source:HGNC Symbol;Acc:HGNC:14422],6.1337566,8.080538,6.4877663,9.372181,9.995952,10.58268,13.38676
CBLB,ENSG00000114423,Cbl proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:1542],4.9044337,5.0805144,4.8801494,5.396002,5.329534,5.780241,6.1327534
FXR1,ENSG00000114416,FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023],26.916668,27.99994,29.024069,32.22721,32.227745,33.570583,36.656242
C3orf14,ENSG00000114405,chromosome 3 open reading frame 14 [Source:HGNC Symbol;Acc:HGNC:25024],21.982483,19.877886,23.8903,17.863817,24.21909,21.825998,15.149669
CYB561D2,ENSG00000114395,cytochrome b561 family member D2 [Source:HGNC Symbol;Acc:HGNC:30253],18.928663,21.413967,19.565826,21.18953,27.978052,28.129953,32.882458
RPL24,ENSG00000114391,ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:10325],72.316986,83.0562,90.14414,80.01251,95.33009,92.44074,98.206856
NPRL2,ENSG00000114388,"NPR2 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:24969]",199.89368,217.14429,237.33458,188.26848,182.30202,222.2079,202.09071
TUSC2,ENSG00000114383,"tumor suppressor 2, mitochondrial calcium regulator [Source:HGNC Symbol;Acc:HGNC:17034]",70.75988,70.90294,84.58319,62.859947,74.97037,82.44393,60.393646
HYAL1,ENSG00000114378,hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:5320],6.7243037,4.497496,4.0210385,4.3613515,3.69244,6.6716347,3.9204404
TFG,ENSG00000114354,trafficking from ER to golgi regulator [Source:HGNC Symbol;Acc:HGNC:11758],44.835243,39.407574,43.153835,42.27682,43.826176,45.018867,42.483162
GNAI2,ENSG00000114353,G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385],56.87763,65.40579,66.37497,69.22548,76.38122,82.17037,84.69216
ECT2,ENSG00000114346,epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155],10.396508,7.3330464,12.594422,8.763969,9.0704155,8.651108,6.917936
ACAP2,ENSG00000114331,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16469]",15.472371,16.384125,16.825682,16.152945,17.453924,17.00935,16.891459
USP4,ENSG00000114316,ubiquitin specific peptidase 4 [Source:HGNC Symbol;Acc:HGNC:12627],34.827137,35.881462,37.28449,34.179245,36.811726,39.74109,36.586285
HES1,ENSG00000114315,hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192],71.179886,95.19549,100.07299,69.68053,86.870636,64.96978,49.619194
PRKAR2A,ENSG00000114302,protein kinase cAMP-dependent type II regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9391],7.6686225,8.508083,8.535707,8.623462,8.709079,9.133412,9.201685
FGF12,ENSG00000114279,fibroblast growth factor 12 [Source:HGNC Symbol;Acc:HGNC:3668],4.4830275,3.739137,4.2587113,3.167339,3.2414427,3.0344627,1.3732002
COL7A1,ENSG00000114270,collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214],17.502806,25.142197,11.754606,23.203472,11.634508,22.142296,20.932476
PFKFB4,ENSG00000114268,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:HGNC Symbol;Acc:HGNC:8875]",7.7596316,7.5785594,6.7983594,11.762848,9.665386,11.222748,14.782114
WNT5A,ENSG00000114251,Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784],5.8811684,5.9294558,4.6032267,5.105903,4.694008,4.577976,4.415259
PDCD10,ENSG00000114209,programmed cell death 10 [Source:HGNC Symbol;Acc:HGNC:8761],17.737501,18.385965,20.572048,18.839178,22.30617,20.979954,22.421453
SERPINI2,ENSG00000114204,serpin family I member 2 [Source:HGNC Symbol;Acc:HGNC:8945],2.0421324,2.868314,2.3619928,2.9876332,2.6092887,2.8162336,1.9425828
BCHE,ENSG00000114200,butyrylcholinesterase [Source:HGNC Symbol;Acc:HGNC:983],4.0273237,5.8829165,6.1077757,5.872926,9.889874,7.960822,10.782888
KAT2B,ENSG00000114166,lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638],19.99842,26.96755,24.815897,29.3973,30.985388,34.54998,37.828434
XRN1,ENSG00000114127,5'-3' exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:30654],31.585793,36.492397,32.35835,33.146614,35.413994,36.885803,39.69104
TFDP2,ENSG00000114126,transcription factor Dp-2 [Source:HGNC Symbol;Acc:HGNC:11751],5.786941,5.5548086,6.446692,5.138823,6.0065656,5.337498,5.0935893
RNF7,ENSG00000114125,ring finger protein 7 [Source:HGNC Symbol;Acc:HGNC:10070],22.229382,22.202795,26.566446,20.537258,29.329279,24.137781,21.162224
SLC25A36,ENSG00000114120,solute carrier family 25 member 36 [Source:HGNC Symbol;Acc:HGNC:25554],36.3641,35.69208,40.723003,32.476643,35.547935,37.367737,34.267574
RBP1,ENSG00000114115,retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919],14.377567,16.055075,16.428858,17.62442,18.536062,19.45221,26.188768
CEP70,ENSG00000114107,centrosomal protein 70 [Source:HGNC Symbol;Acc:HGNC:29972],13.473726,13.580973,15.641513,12.961455,15.894601,15.526907,15.1058855
ARMC8,ENSG00000114098,armadillo repeat containing 8 [Source:HGNC Symbol;Acc:HGNC:24999],17.95001,17.429777,18.191055,16.196665,17.823942,20.007896,18.528065
PCCB,ENSG00000114054,propionyl-CoA carboxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8654],19.233185,22.715128,21.499134,24.140608,25.314638,27.257828,32.64149
KPNA1,ENSG00000114030,karyopherin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6394],20.968575,19.696922,22.633667,19.59803,21.134329,21.741747,20.17693
